"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU5214" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3177" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1489" "d:Fungi" "p:Ascomycota" "c:Lecanoromycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3706" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2309" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2555" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5211" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5212" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3417" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4698" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4693" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5215" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6222" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6175" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1828" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1329" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2513" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1875" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2100" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4164" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6194" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5198" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6176" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2103" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5199" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1035" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU954" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5227" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6045" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3548" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3846" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4756" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2925" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6292" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6249" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2356" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Coniochaetales" "f:Coniochaetaceae" "g:Coniochaeta" "s:Coniochaeta_gigantospora_SH123545.07FU"
"OTU4085" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Lycoperdaceae" "g:Lycoperdon" "UNKNOWN"
"OTU4751" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5201" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6198" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Teratosphaeriaceae" "g:Capnobotryella" "s:Capnobotryella_renispora_SH183953.07FU"
"OTU5648" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6255" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU395" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Cladosporiaceae" "g:Verrucocladosporium" "s:Verrucocladosporium_dirinae_SH202303.07FU"
"OTU1390" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1272" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Mycosphaerellaceae" "g:Ramularia" "UNKNOWN"
"OTU1640" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Diaporthales" "f:Gnomoniaceae" "g:Cryptodiaporthe" "UNKNOWN"
"OTU248" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Hymenochaetales" "f:Hymenochaetaceae" "g:Fuscoporia" "UNKNOWN"
"OTU2225" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Lentitheciaceae" "g:Keissleriella" "UNKNOWN"
"OTU124" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1184" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Atheliales" "f:Atheliaceae" "UNKNOWN" "UNKNOWN"
"OTU1238" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Crepidotaceae" "g:Simocybe" "UNKNOWN"
"OTU905" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU254" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2492" "d:Fungi" "p:Basidiomycota" "c:Ustilaginomycetes" "o:Ustilaginales" "f:Ustilaginaceae" "UNKNOWN" "UNKNOWN"
"OTU209" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "f:Aspergillaceae" "g:Penicillium" "UNKNOWN"
"OTU1503" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4009" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Nectriaceae" "UNKNOWN" "UNKNOWN"
"OTU379" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU80" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "f:Hyaloscyphaceae" "g:Lemonniera" "UNKNOWN"
"OTU249" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU82" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "f:Steccherinaceae" "g:Junghuhnia" "s:Junghuhnia_luteoalba_SH184504.07FU"
"OTU7448" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5125" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1637" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Microascales" "f:Microascaceae" "UNKNOWN" "UNKNOWN"
"OTU801" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2389" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3734" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2223" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Melanosporales" "f:Ceratostomataceae" "g:Harzia" "s:Harzia_cameroonensis_SH188462.07FU"
"OTU199" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Myrmecridiales" "f:Myrmecridiaceae" "g:Myrmecridium" "UNKNOWN"
"OTU2762" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU206" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU81" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1662" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1379" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU334" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1796" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2560" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU599" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1383" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1519" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5098" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2650" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5637" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pyronemataceae" "UNKNOWN" "UNKNOWN"
"OTU4230" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2644" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Cordycipitaceae" "UNKNOWN" "UNKNOWN"
"OTU4182" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU583" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU412" "d:Fungi" "p:Chytridiomycota" "c:Rhizophlyctidomycetes" "o:Rhizophlyctidales" "f:Rhizophlyctidaceae" "g:Rhizophlyctis" "UNKNOWN"
"OTU2930" "d:Fungi" "p:Basidiomycota" "c:Microbotryomycetes" "o:Microbotryomycetes_ord_Incertae_sedis" "f:Chrysozymaceae" "g:Oberwinklerozyma" "s:Oberwinklerozyma_yarrowii_SH198363.07FU"
"OTU3852" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2330" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1487" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "f:Fomitopsidaceae" "g:Piptoporus" "s:Piptoporus_betulinus_SH207631.07FU"
"OTU2878" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Dothideomycetes_ord_Incertae_sedis" "f:Dothideomycetes_fam_Incertae_sedis" "g:Peltaster" "s:Peltaster_fructicola_SH204639.07FU"
"OTU1327" "d:Fungi" "p:Ascomycota" "c:Taphrinomycetes" "o:Taphrinales" "f:Taphrinaceae" "g:Taphrina" "UNKNOWN"
"OTU3611" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Diaporthales" "f:Valsaceae" "UNKNOWN" "UNKNOWN"
"OTU2920" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4589" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Diatrypaceae" "g:Monosporascus" "s:Monosporascus_cannonballus_SH014046.07FU"
"OTU2195" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1660" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU622" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Glomerellales" "f:Glomerellaceae" "g:Colletotrichum" "UNKNOWN"
"OTU7411" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Cladosporiaceae" "g:Toxicocladosporium" "UNKNOWN"
"OTU4240" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Venturiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4571" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Phaeosphaeriaceae" "g:Phaeosphaeria" "s:Phaeosphaeria_typharum_SH011813.07FU"
"OTU1418" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Hypocreales_fam_Incertae_sedis" "UNKNOWN" "UNKNOWN"
"OTU2627" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Myriangiales" "f:Elsinoaceae" "UNKNOWN" "UNKNOWN"
"OTU1803" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1664" "d:Fungi" "p:Basidiomycota" "c:Agaricostilbomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1023" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Trichomeriaceae" "g:Trichomerium" "s:Trichomerium_dioscoreae_SH186766.07FU"
"OTU964" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Erysiphales" "f:Erysiphaceae" "g:Sawadaea" "UNKNOWN"
"OTU4242" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7432" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7540" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU7461" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2192" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1822" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5065" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7541" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Strophariaceae" "g:Pholiota" "s:Pholiota_adiposa_SH186670.07FU"
"OTU2129" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3292" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2204" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Leptosphaeriaceae" "g:Sphaerellopsis" "s:Sphaerellopsis_filum_SH217288.07FU"
"OTU2500" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporales_fam_Incertae_sedis" "g:Pseudorobillarda" "UNKNOWN"
"OTU5192" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1233" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2547" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU968" "d:Fungi" "p:Ascomycota" "c:Taphrinomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4060" "d:Fungi" "p:Ascomycota" "c:Taphrinomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1726" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2421" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3474" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3589" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3419" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7182" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Cladosporiaceae" "g:Cladosporium" "UNKNOWN"
"OTU1550" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Erysiphales" "f:Erysiphaceae" "g:Blumeria" "UNKNOWN"
"OTU3783" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1220" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Alternaria" "UNKNOWN"
"OTU1298" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Myriangiales" "f:Elsinoaceae" "UNKNOWN" "UNKNOWN"
"OTU802" "d:Fungi" "p:Ascomycota" "c:Arthoniomycetes" "o:Lichenostigmatales" "f:Phaeococcomycetaceae" "g:Phaeococcomyces" "s:Phaeococcomyces_catenatus_SH197114.07FU"
"OTU848" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Chaetothyriales_fam_Incertae_sedis" "g:Neophaeococcomyces" "s:Neophaeococcomyces_aloes_SH197115.07FU"
"OTU1764" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1878" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2632" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU965" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4356" "d:Fungi" "p:Ascomycota" "c:Saccharomycetes" "o:Saccharomycetales" "f:Saccharomycetaceae" "g:Saccharomyces" "UNKNOWN"
"OTU376" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU270" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Teichosporaceae" "g:Teichospora" "UNKNOWN"
"OTU1169" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU312" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1415" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU465" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4377" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Mycosphaerellaceae" "g:Mycosphaerella" "s:Mycosphaerella_latebrosa_SH206836.07FU"
"OTU1529" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3853" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Mycosphaerellaceae" "UNKNOWN" "UNKNOWN"
"OTU1024" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Diaporthales" "f:Valsaceae" "UNKNOWN" "UNKNOWN"
"OTU4444" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU396" "d:Fungi" "p:Ascomycota" "c:Taphrinomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1137" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1788" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Leptosphaeriaceae" "g:Ampelomyces" "UNKNOWN"
"OTU2095" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2877" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3030" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5031" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1938" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "f:Thermoascaceae" "g:Thermoascus" "s:Thermoascus_crustaceus_SH182590.07FU"
"OTU7193" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4305" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Rhytismatales" "f:Rhytismataceae" "g:Colpoma" "UNKNOWN"
"OTU2150" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7064" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2420" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Diaporthales" "f:Valsaceae" "UNKNOWN" "UNKNOWN"
"OTU875" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Erysiphales" "f:Erysiphaceae" "g:Podosphaera" "s:Podosphaera_astericola_SH178717.07FU"
"OTU1716" "d:Fungi" "p:Ascomycota" "c:Taphrinomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2548" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7157" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4651" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Trichomeriaceae" "UNKNOWN" "UNKNOWN"
"OTU3358" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Erysiphales" "f:Erysiphaceae" "UNKNOWN" "UNKNOWN"
"OTU2512" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1319" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7169" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4766" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Amphisphaeriaceae" "g:Monochaetia" "UNKNOWN"
"OTU2473" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU986" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Tremellales" "f:Tremellaceae" "g:Cryptococcus" "UNKNOWN"
"OTU3978" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1027" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
