"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU7429" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2260" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Branch06" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1898" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU5633" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU5130" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU740" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3984" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1479" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Togniniales" "f:Togniniaceae" "g:Phaeoacremonium" "s:Phaeoacremonium_hungaricum_SH210202.07FU"
"OTU6257" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU41" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Didymosphaeriaceae" "g:Paraphaeosphaeria" "s:Paraphaeosphaeria_michotii_SH186934.07FU"
"OTU4797" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Glomerellales" "f:Plectosphaerellaceae" "g:Lectera" "s:Lectera_longa_SH174362.07FU"
"OTU463" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pyronemataceae" "UNKNOWN" "UNKNOWN"
"OTU2515" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3261" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1229" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Venturiales" "f:Sympoventuriaceae" "g:Scolecobasidium" "UNKNOWN"
"OTU1068" "d:Fungi" "p:Basidiomycota" "c:Agaricostilbomycetes" "o:Agaricostilbales" "f:Kondoaceae" "g:Kondoa" "UNKNOWN"
"OTU7215" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1421" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Sebacinales" "f:Serendipitaceae" "UNKNOWN" "UNKNOWN"
"OTU7216" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1685" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2198" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6825" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Lasiosphaeriaceae" "UNKNOWN" "UNKNOWN"
"OTU4126" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4052" "d:Fungi" "p:Chytridiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1701" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "f:Trichocomaceae" "g:Sagenomella" "s:Sagenomella_striatispora_SH208860.07FU"
"OTU3211" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "f:Capnodiales_fam_Incertae_sedis" "g:Diatractium" "UNKNOWN"
"OTU1225" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2093" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU557" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Herpotrichiellaceae" "g:Rhinocladiella" "UNKNOWN"
"OTU2113" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2273" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2797" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2464" "d:Fungi" "p:Chytridiomycota" "c:Rhizophydiomycetes" "o:Rhizophydiales" "f:Alphamycetaceae" "g:Betamyces" "UNKNOWN"
"OTU3499" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Lycoperdaceae" "g:Calvatia" "UNKNOWN"
"OTU2869" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU774" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Alternaria" "s:Alternaria_rosae_SH294936.07FU"
"OTU2485" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Coniochaetales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU764" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3475" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3289" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2750" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2340" "d:Fungi" "p:Rozellomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2484" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2973" "d:Fungi" "p:Basidiomycota" "c:Ustilaginomycetes" "o:Ustilaginales" "f:Ustilaginaceae" "UNKNOWN" "UNKNOWN"
"OTU3112" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU943" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Branch06" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5109" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3147" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Herpotrichiellaceae" "g:Veronaea" "s:Veronaea_japonica_SH015499.07FU"
"OTU2929" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7566" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Russulales" "f:Lachnocladiaceae" "g:Gloiothele" "UNKNOWN"
"OTU6380" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Phaeosphaeriaceae" "UNKNOWN" "UNKNOWN"
"OTU4480" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2292" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Sordariaceae" "UNKNOWN" "UNKNOWN"
"OTU5642" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Onygenales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU684" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5844" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3022" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Onygenales" "f:Onygenales_fam_Incertae_sedis" "g:Chrysosporium" "UNKNOWN"
"OTU1736" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Lycoperdaceae" "g:Bovista" "s:Bovista_promontorii_SH175881.07FU"
"OTU5169" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU2565" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1687" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU817" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2653" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Sporocadaceae" "g:Pestalotiopsis" "UNKNOWN"
"OTU2675" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5218" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1908" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1882" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1457" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1333" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6677" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5752" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6449" "d:Fungi" "p:Chytridiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1983" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Bolbitiaceae" "g:Conocybe" "UNKNOWN"
"OTU2022" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Auriculariales" "f:Exidiaceae" "UNKNOWN" "UNKNOWN"
"OTU910" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7539" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Didymosphaeriaceae" "g:Didymosphaeria" "s:Didymosphaeria_futilis_SH472848.07FU"
"OTU3598" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Xylariaceae" "UNKNOWN" "UNKNOWN"
"OTU7509" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5916" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU92" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pezizaceae" "g:Peziza" "s:Peziza_ostracoderma_SH193872.07FU"
"OTU3023" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3856" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU946" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7455" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Tremellales" "f:Bulleribasidiaceae" "g:Dioszegia" "UNKNOWN"
"OTU701" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Bolbitiaceae" "g:Bolbitius" "s:Bolbitius_titubans_SH179564.07FU"
"OTU1893" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4114" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2191" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Xylariaceae" "UNKNOWN" "UNKNOWN"
"OTU993" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Cystofilobasidiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU918" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Venturiales" "f:Venturiaceae" "UNKNOWN" "UNKNOWN"
"OTU6427" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3927" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3687" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1720" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1133" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1470" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1315" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Xylariales_fam_Incertae_sedis" "g:Robillarda" "UNKNOWN"
"OTU348" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1306" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "g:Orbilia" "UNKNOWN"
"OTU7515" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1005" "d:Fungi" "p:Chytridiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3985" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7122" "d:Fungi" "p:Basidiomycota" "c:Microbotryomycetes" "o:Microbotryomycetes_ord_Incertae_sedis" "f:Chrysozymaceae" "g:Oberwinklerozyma" "s:Oberwinklerozyma_silvestris_SH198365.07FU"
"OTU3282" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2539" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1975" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2520" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Leptosphaeriaceae" "g:Leptosphaeria" "UNKNOWN"
"OTU1733" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4064" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Myriangiales" "f:Elsinoaceae" "UNKNOWN" "UNKNOWN"
"OTU2454" "d:Fungi" "p:Ascomycota" "c:Lecanoromycetes" "o:Candelariales" "f:Candelariaceae" "g:Candelaria" "s:Candelaria_concolor_SH488385.07FU"
"OTU287" "d:Fungi" "p:Chytridiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1805" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7489" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7324" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6913" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1208" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2240" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Microascales" "f:Halosphaeriaceae" "UNKNOWN" "UNKNOWN"
"OTU2138" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU535" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Typhulaceae" "g:Typhula" "s:Typhula_phacorrhiza_SH215725.07FU"
"OTU5549" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Branch06" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1620" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1709" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU650" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1476" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2259" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "f:Ceratobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU1269" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3226" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1968" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2219" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6719" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Sordariales_fam_Incertae_sedis" "g:Conlarium" "UNKNOWN"
"OTU1944" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2105" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU448" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Xylariaceae" "UNKNOWN" "UNKNOWN"
"OTU5196" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "f:Ceratobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU508" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "f:Ceratobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU6680" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2759" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU337" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3059" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "f:Ganodermataceae" "g:Ganoderma" "UNKNOWN"
"OTU5689" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU97" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2288" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7517" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1672" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Mycenastraceae" "g:Mycenastrum" "s:Mycenastrum_corium_SH209452.07FU"
"OTU2844" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2465" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1154" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "f:Hyaloscyphaceae" "g:Lachnum" "UNKNOWN"
"OTU7516" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Hymenochaetales" "f:Hymenochaetales_fam_Incertae_sedis" "g:Peniophorella" "s:Peniophorella_guttulifera_SH185733.07FU"
"OTU2004" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1860" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1369" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6037" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1657" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1465" "d:Fungi" "p:Kickxellomycota" "c:Kickxellomycetes" "o:Kickxellales" "f:Kickxellaceae" "g:Ramicandelaber" "s:Ramicandelaber_taiwanensis_SH184018.07FU"
"OTU1041" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1359" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Psathyrellaceae" "g:Parasola" "UNKNOWN"
"OTU1584" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "f:Polyporaceae" "UNKNOWN" "UNKNOWN"
"OTU3967" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3726" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU45" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Corticiales" "f:Corticiaceae" "g:Laetisaria" "s:Laetisaria_arvalis_SH187847.07FU"
"OTU4639" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3188" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Chaetomiaceae" "g:Chaetomium" "s:Chaetomium_nigricolor_SH204873.07FU"
"OTU7174" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU784" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1105" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Bolbitiaceae" "g:Bolbitius" "s:Bolbitius_titubans_SH179564.07FU"
"OTU6766" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1578" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "g:Orbilia" "UNKNOWN"
"OTU3187" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5471" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2486" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Xylariaceae" "UNKNOWN" "UNKNOWN"
"OTU4246" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU758" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU538" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3516" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5350" "d:Fungi" "p:Chytridiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5905" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5798" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Xylariales" "f:Diatrypaceae" "UNKNOWN" "UNKNOWN"
"OTU1563" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6224" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliales_fam_Incertae_sedis" "g:Vermispora" "UNKNOWN"
"OTU3205" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1591" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1428" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Tubeufiales" "f:Tubeufiaceae" "UNKNOWN" "UNKNOWN"
"OTU1215" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
