"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU6083" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU602" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU8039" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22557" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7056" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1164" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU9576" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23922" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22692" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU678" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3388" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2305" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14597" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4362" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU12708" "k:Bacteria" "p:Chloroflexi" "c:Ktedonobacteria" "o:JG30-KF-AS9" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4807" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU16327" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14294" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22548" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU25955" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2195" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2379" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6269" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1656" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21192" "k:Bacteria" "p:Chloroflexi" "c:P2-11E" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22942" "k:Bacteria" "p:Chloroflexi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU20998" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU11334" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23041" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU29889" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU9962" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4396" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU6095" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU21357" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2438" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU6710" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3017" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU6339" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2510" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU9458" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3291" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU4576" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5170" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU12230" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU24866" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU21064" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3687" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU4764" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU4695" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU1249" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU6608" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU10360" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU4559" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU8781" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU22577" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU1281" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU2457" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU13095" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU8784" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU6914" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:FFCH7168" "UNKNOWN" "UNKNOWN"
"OTU16863" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23103" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Chloroflexaceae" "g:Candidatus_Chloroploca" "UNKNOWN"
"OTU11642" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Chloroflexaceae" "g:Chloronema" "UNKNOWN"
"OTU9916" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Chloroflexaceae" "g:Chloronema" "s:Scytonema_tolypothrichoides_VB-61278"
"OTU22981" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Chloroflexaceae" "g:Chloronema" "UNKNOWN"
"OTU7913" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Chloroflexaceae" "g:Chloronema" "UNKNOWN"
"OTU22901" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4983" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU6091" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU12070" "k:Bacteria" "p:Chloroflexi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21003" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU11285" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU28487" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU14078" "k:Bacteria" "p:Chloroflexi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU16867" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU16976" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU22561" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU13103" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU19174" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3836" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5677" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3946" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU17406" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU7329" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5617" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU15099" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23222" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU13005" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU1447" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU18048" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2613" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5716" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU4679" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU9520" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3283" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU16270" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU20086" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU12675" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU8225" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5640" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU1398" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU14439" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU25814" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23251" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU1652" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU15206" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3113" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU11753" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2067" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU26451" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU19118" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5710" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU27282" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU826" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU13853" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU785" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU22915" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU26511" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU27083" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23525" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU8034" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2117" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU12613" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU1611" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU3883" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU24933" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU20185" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU1545" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2025" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5274" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU6056" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU12826" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU5712" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23274" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU13858" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2116" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU6788" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU15075" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU21884" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU4529" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23001" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU8085" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU19051" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU22852" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU4804" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU12505" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU10397" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU8096" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU18471" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU2670" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU17469" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU23822" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU7220" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU20010" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Chloroflexales" "f:Roseiflexaceae" "g:Roseiflexus" "UNKNOWN"
"OTU11363" "k:Bacteria" "p:Chloroflexi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU8848" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU5847" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU14362" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU5239" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU6764" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU4877" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU7119" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU6078" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU14229" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU26513" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU5394" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU20057" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU3641" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU22059" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU5229" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU7890" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
"OTU12784" "k:Bacteria" "p:Chloroflexi" "c:Chloroflexia" "o:Kallotenuales" "f:AKIW781" "UNKNOWN" "UNKNOWN"
