"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU6921" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5056" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21129" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU19478" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22859" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1180" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5387" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18096" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU15932" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10898" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6569" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU16656" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23020" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2428" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23380" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10939" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5939" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU11010" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU12040" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13624" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU20888" "k:Bacteria" "p:Proteobacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU24781" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22418" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10775" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10270" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21259" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU8294" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU30107" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13040" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU12221" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21558" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22551" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23390" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7499" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13783" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2618" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1816" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22965" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3630" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22020" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3115" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU15036" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU9053" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3480" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10471" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5130" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6019" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7120" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2513" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU29477" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18145" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22133" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2514" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21381" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7073" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18378" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU12820" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5068" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14926" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU17919" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14895" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10835" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU25120" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU15379" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU21286" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18424" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14133" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU30003" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10136" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU16316" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23879" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU20742" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13676" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU26111" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU24212" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU12204" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23988" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU26411" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13042" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU25690" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10826" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10321" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU15620" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU17408" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU18187" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13008" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10416" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14587" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU17127" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13137" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10782" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22939" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22872" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU17752" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14188" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU17547" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4302" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5243" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6583" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18462" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18440" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3356" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3533" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4833" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4546" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU24615" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1090" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU9289" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1971" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22814" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU7546" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU18165" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU16101" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU8208" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13319" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23337" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4281" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14867" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU24077" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU11200" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14049" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU9335" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU15416" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5591" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU21005" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU2" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU22732" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "g:Pachycladon_cheesemanii" "UNKNOWN"
"OTU28819" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU18903" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "g:Sclerotinia_homoeocarpa" "UNKNOWN"
"OTU2316" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU23373" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU17936" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU22854" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU5115" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU5300" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU9731" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "g:Marchantia_polymorpha_[liverwort]" "UNKNOWN"
"OTU3369" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU8444" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13914" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5660" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "g:Malawimonas_jakobiformis" "UNKNOWN"
"OTU17710" "k:Bacteria" "p:Proteobacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU6464" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "g:Malawimonas_jakobiformis" "UNKNOWN"
"OTU1974" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13632" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2862" "k:Bacteria" "p:Proteobacteria" "c:Alphaproteobacteria" "o:Rickettsiales" "f:Mitochondria" "UNKNOWN" "UNKNOWN"
"OTU1827" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU11982" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU10083" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22669" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU22857" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU9646" "k:Bacteria" "p:Proteobacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU23832" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3263" "k:Bacteria" "p:Candidate_division_SR1" "c:SR1_bacterium_oral_taxon_874" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU13938" "k:Bacteria" "p:Candidate_division_SR1" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU5946" "k:Bacteria" "p:Cloacimonetes" "c:Cloacimonetes_Incertae_Sedis" "o:Unknown_Order" "f:Unknown_Family" "g:Candidatus_Cloacamonas" "UNKNOWN"
"OTU5852" "k:Bacteria" "p:Proteobacteria" "c:Epsilonproteobacteria" "o:Campylobacterales" "f:Campylobacteraceae" "g:Campylobacter" "s:Campylobacter_concisus"
"OTU10574" "k:Bacteria" "p:Proteobacteria" "c:Epsilonproteobacteria" "o:Campylobacterales" "f:Campylobacteraceae" "g:Campylobacter" "s:Campylobacter_gracilis"
"OTU1593" "k:Bacteria" "p:Proteobacteria" "c:Epsilonproteobacteria" "o:Campylobacterales" "f:Campylobacteraceae" "g:Arcobacter" "s:Arcobacter_cryaerophilus"
"OTU12788" "k:Bacteria" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU25106" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Parachlamydiaceae" "UNKNOWN" "UNKNOWN"
"OTU17005" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU14510" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU6256" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU2607" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU9118" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU13023" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU1155" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU29727" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU3006" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU10061" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU10111" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "s:Chlamydiales_bacterium_CRIB33"
"OTU9227" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU25066" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU25711" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU13823" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU13659" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "UNKNOWN" "UNKNOWN"
"OTU10052" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU7868" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU6043" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU6750" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU6160" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU18691" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
"OTU4665" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "UNKNOWN" "UNKNOWN"
"OTU6002" "k:Bacteria" "p:Chlamydiae" "c:Chlamydiae" "o:Chlamydiales" "f:Simkaniaceae" "g:Candidatus_Rhabdochlamydia" "UNKNOWN"
