	Domain	"Phylum	"	"Class	"	"Order	"	Family 	"Genus	"	Species
OTU1	k:Bacteria	p:Cyanobacteria	c:Chloroplast	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU2	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	UNKNOWN	UNKNOWN
OTU3	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	UNKNOWN
OTU4	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU5	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Bradyrhizobiaceae	g:Bradyrhizobium	UNKNOWN
OTU6	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	UNKNOWN
OTU7	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:RB41	UNKNOWN	UNKNOWN
OTU8	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Arthrobacter	s:Arthrobacter_sp._110
OTU9	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	s:Rhizobium_cellulosilyticum
OTU10	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:DA101_soil_group	UNKNOWN	UNKNOWN
OTU11	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Curtobacterium	s:Curtobacterium_flaccumfaciens_pv._beticola
OTU12	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Xanthobacteraceae	UNKNOWN	UNKNOWN
OTU13	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Acinetobacter	UNKNOWN
OTU14	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	s:Oxalobacter_sp._Es2-1
OTU15	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	UNKNOWN
OTU16	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU17	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae	g:Bacillus	UNKNOWN
OTU18	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Staphylococcaceae	g:Staphylococcus	UNKNOWN
OTU19	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	UNKNOWN	UNKNOWN	UNKNOWN
OTU20	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU21	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Flavitalea	UNKNOWN
OTU22	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU23	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	UNKNOWN
OTU24	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	UNKNOWN
OTU25	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	UNKNOWN
OTU26	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Flavisolibacter	UNKNOWN
OTU27	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	UNKNOWN
OTU28	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:Chthoniobacteraceae	g:Chthoniobacter	UNKNOWN
OTU29	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Delftia	UNKNOWN
OTU30	k:Archaea	p:Thaumarchaeota	c:Soil_Crenarchaeotic_Group[SCG]	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU31	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Flavisolibacter	s:Flavisolibacter_ginsengisoli
OTU32	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:RB41	UNKNOWN	UNKNOWN
OTU33	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	UNKNOWN
OTU34	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadales_Incertae_Sedis	g:Steroidobacter	UNKNOWN
OTU35	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacteriales	f:Enterobacteriaceae	UNKNOWN	UNKNOWN
OTU36	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	s:Nitrospira_japonica
OTU37	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:DA101_soil_group	UNKNOWN	UNKNOWN
OTU38	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Flavisolibacter	s:Flavisolibacter_sp._SR3-5-1
OTU39	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	UNKNOWN	UNKNOWN
OTU40	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Hyphomicrobiaceae	g:Devosia	s:Devosia_subaequoris
OTU41	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Geodermatophilaceae	g:Geodermatophilus	s:Geodermatophilus
OTU42	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhodobiaceae	UNKNOWN	UNKNOWN
OTU43	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU44	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	UNKNOWN	UNKNOWN
OTU45	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU46	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Xanthobacteraceae	g:Variibacter	s:Rhodoplanes_sp._Z2-YC6860
OTU47	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:RB41	UNKNOWN	UNKNOWN
OTU48	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Xanthobacteraceae	g:Variibacter	UNKNOWN
OTU49	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU50	k:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Streptococcaceae	g:Streptococcus	UNKNOWN
OTU51	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Acinetobacter	s:Acinetobacter_sp._DS1
OTU52	k:Bacteria	p:Chloroflexi	c:KD4-96	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU53	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:Unknown_Family	g:Blastocatella	UNKNOWN
OTU54	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	UNKNOWN	UNKNOWN
OTU55	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:DA101_soil_group	UNKNOWN	UNKNOWN
OTU56	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	UNKNOWN	UNKNOWN
OTU57	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:Unknown_Family	g:Bryobacter	UNKNOWN
OTU58	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	UNKNOWN	UNKNOWN
OTU59	k:Archaea	p:Thaumarchaeota	c:Soil_Crenarchaeotic_Group[SCG]	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU60	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:Unknown_Family	g:Blastocatella	s:Acidobacteriaceae_bacterium_Gsoil_1619
OTU61	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	g:Burkholderia	s:Burkholderia_sp._13
OTU62	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Cystobacteraceae	g:Archangium	s:Cystobacteraceae_bacterium_0558-ZXW144
OTU63	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Geodermatophilaceae	g:Modestobacter	s:Modestobacter_sp._3368O2
OTU64	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Acidobacteriales	f:Acidobacteriaceae_[Subgroup_1]	UNKNOWN	UNKNOWN
OTU65	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU66	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:Unknown_Family	g:Blastocatella	UNKNOWN
OTU67	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:TRA3-20	UNKNOWN	UNKNOWN	UNKNOWN
OTU68	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:DA101_soil_group	UNKNOWN	UNKNOWN
OTU69	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:11-24	UNKNOWN	UNKNOWN
OTU70	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU71	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	UNKNOWN	UNKNOWN
OTU72	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	UNKNOWN
OTU73	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	UNKNOWN	UNKNOWN
OTU74	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	UNKNOWN	UNKNOWN
OTU75	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhodobiaceae	UNKNOWN	UNKNOWN
OTU76	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	UNKNOWN	UNKNOWN
OTU77	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	UNKNOWN	UNKNOWN
OTU78	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	UNKNOWN	UNKNOWN
OTU79	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	UNKNOWN	UNKNOWN
OTU80	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU81	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	UNKNOWN
OTU82	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	UNKNOWN	UNKNOWN
OTU83	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadales_Incertae_Sedis	g:Acidibacter	UNKNOWN
OTU84	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	UNKNOWN	UNKNOWN
OTU85	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Oceanospirillales	f:Oceanospirillaceae	g:Marinomonas	UNKNOWN
OTU86	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae	g:Bacillus	UNKNOWN
OTU87	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU88	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU89	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	UNKNOWN
OTU90	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	UNKNOWN
OTU91	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:SC-I-84	UNKNOWN	UNKNOWN	UNKNOWN
OTU92	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacteriales	f:Enterobacteriaceae	g:Buchnera	UNKNOWN
OTU93	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:Unknown_Family	g:Bryobacter	UNKNOWN
OTU94	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_7	UNKNOWN	UNKNOWN	UNKNOWN
OTU95	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	UNKNOWN	UNKNOWN
OTU96	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	UNKNOWN
OTU97	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:RB41	UNKNOWN	UNKNOWN
OTU98	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacteriales	f:Enterobacteriaceae	UNKNOWN	UNKNOWN
OTU99	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Aquabacterium	UNKNOWN
OTU100	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU101	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Phaselicystidaceae	g:Phaselicystis	UNKNOWN
OTU102	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	UNKNOWN	UNKNOWN
OTU103	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:DA101_soil_group	UNKNOWN	UNKNOWN
OTU104	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Dactylosporangium	s:Dactylosporangium_roseum
OTU105	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:Unknown_Family	g:Blastocatella	UNKNOWN
OTU106	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:SC-I-84	UNKNOWN	UNKNOWN	UNKNOWN
OTU107	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Stenotrophomonas	UNKNOWN
OTU108	k:Bacteria	p:Chloroflexi	c:Gitt-GS-136	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU109	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	g:Paracocccus	UNKNOWN
OTU110	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Blastomonas	UNKNOWN
OTU111	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	UNKNOWN	UNKNOWN
OTU112	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU113	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Alicyclobacillaceae	g:Tumebacillus	UNKNOWN
OTU114	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	UNKNOWN	UNKNOWN
OTU115	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Acidobacteriales	f:Acidobacteriaceae_[Subgroup_1]	UNKNOWN	UNKNOWN
OTU116	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Microvirga	UNKNOWN
OTU117	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Brucellaceae	g:Ochrobactrum	UNKNOWN
OTU118	k:Bacteria	p:Cyanobacteria	c:Cyanobacteria	o:SubsectionIV	f:FamilyII	g:Rivularia	UNKNOWN
OTU119	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Phyllobacteriaceae	g:Mesorhizobium	UNKNOWN
OTU120	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	UNKNOWN
OTU121	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	UNKNOWN	UNKNOWN	UNKNOWN
OTU122	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	UNKNOWN
OTU123	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Sphingobacterium	s:Bacteroidetes_bacterium_LYH
OTU124	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_17	UNKNOWN	UNKNOWN	UNKNOWN
OTU125	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	s:Phenylobacterium_sp._T2-YC6777
OTU126	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Oceanospirillales	f:Halomonadaceae	g:Salinicola	UNKNOWN
OTU127	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillales_Incertae_Sedis	g:Reyranella	s:bacterium_Ellin5003
OTU128	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Rhodanobacter	UNKNOWN
OTU129	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU130	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiales_Incertae_Sedis	g:Rhizomicrobium	UNKNOWN
OTU131	k:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:NS3a_marine_group	UNKNOWN
OTU132	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU133	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Planctomyces	UNKNOWN
OTU134	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadales_Incertae_Sedis	g:Acidibacter	UNKNOWN
OTU135	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	g:Propionibacterium	s:unidentified
OTU136	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	UNKNOWN
OTU137	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:0319-6A21	UNKNOWN	UNKNOWN
OTU138	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	UNKNOWN	UNKNOWN	UNKNOWN
OTU139	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	UNKNOWN
OTU140	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Brevibacteriaceae	g:Brevibacterium	s:Brevibacterium_linens
OTU141	k:Bacteria	p:Latescibacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU142	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Corynebacteriales	f:Mycobacteriaceae	g:Mycobacterium	UNKNOWN
OTU143	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Hyphomicrobiaceae	g:Rhodoplanes	s:unidentified
OTU144	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:Unknown_Family	g:Candidatus_Solibacter	UNKNOWN
OTU145	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU146	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Corynebacteriales	f:Corynebacteriaceae	g:Corynebacterium_1	UNKNOWN
OTU147	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU148	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU149	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	UNKNOWN
OTU150	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	UNKNOWN	UNKNOWN
OTU151	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_10	f:Sva0725	UNKNOWN	UNKNOWN
OTU152	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Aeromonadales	f:Aeromonadaceae	g:Aeromonas	UNKNOWN
OTU153	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Desulfurellales	f:Desulfurellaceae	UNKNOWN	UNKNOWN
OTU154	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU155	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU156	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:Unknown_Family	g:Bryobacter	UNKNOWN
OTU157	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	UNKNOWN	UNKNOWN
OTU158	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU159	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	UNKNOWN	UNKNOWN
OTU160	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	UNKNOWN	UNKNOWN	UNKNOWN
OTU161	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU162	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU163	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Novosphingobium	UNKNOWN
OTU164	k:Archaea	p:Thaumarchaeota	c:Soil_Crenarchaeotic_Group[SCG]	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU165	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	UNKNOWN	UNKNOWN
OTU166	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	UNKNOWN
OTU167	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	UNKNOWN	UNKNOWN
OTU168	k:Bacteria	p:Cyanobacteria	c:Cyanobacteria	o:SubsectionIII	f:FamilyI	g:Microcoleus	UNKNOWN
OTU169	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU170	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:SC-I-84	UNKNOWN	UNKNOWN	UNKNOWN
OTU171	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU172	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	g:Byssovorax	s:unidentified
OTU173	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	UNKNOWN	UNKNOWN
OTU174	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_25	UNKNOWN	UNKNOWN	UNKNOWN
OTU175	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	UNKNOWN	UNKNOWN
OTU176	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Chromatiales	f:Chromatiaceae	g:Rheinheimera	UNKNOWN
OTU177	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	UNKNOWN	UNKNOWN
OTU178	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	UNKNOWN
OTU179	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Alcaligenaceae	g:Achromobacter	UNKNOWN
OTU180	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	UNKNOWN
OTU181	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Lysobacter	UNKNOWN
OTU182	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	s:Bacteroidetes_bacterium_EC2
OTU183	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Corynebacteriales	f:Corynebacteriaceae	UNKNOWN	UNKNOWN
OTU184	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	UNKNOWN
OTU185	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Glycomycetales	f:Glycomycetaceae	UNKNOWN	UNKNOWN
OTU186	k:Bacteria	p:Armatimonadetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU187	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	UNKNOWN	UNKNOWN
