	Domain	"Phylum	"	"Class	"	"Order	"	Family 	"Genus	"	Species
OTU8554	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8555	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:AKIW659	UNKNOWN	UNKNOWN
OTU8556	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:OM27_clade	UNKNOWN
OTU8557	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	UNKNOWN	UNKNOWN
OTU8558	k:Bacteria	p:Candidate_division_OP3	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8559	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8560	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8561	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8562	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:BT44	UNKNOWN	UNKNOWN
OTU8563	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8564	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Patulibacteraceae	g:Patulibacter	UNKNOWN
OTU8565	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Cellvibrionales	f:Cellvibrionaceae	UNKNOWN	UNKNOWN
OTU8566	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	UNKNOWN
OTU8567	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8568	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8569	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8570	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8571	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	g:Altererythrobacter	UNKNOWN
OTU8572	k:Bacteria	p:Actinobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8573	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiales_Incertae_Sedis	g:Rhizomicrobium	UNKNOWN
OTU8574	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8575	k:Archaea	p:Woesearchaeota_[DHVEG-6]	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8576	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_2	UNKNOWN	UNKNOWN	UNKNOWN
OTU8577	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:CCM11a	UNKNOWN	UNKNOWN	UNKNOWN
OTU8578	k:Bacteria	p:Bacteroidetes	c:Bacteroidetes_VC2.1_Bac22	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8579	k:Archaea	p:Woesearchaeota_[DHVEG-6]	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8580	k:Bacteria	p:Proteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8581	k:Bacteria	p:TM6	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8582	k:Bacteria	p:Actinobacteria	c:Actinobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8583	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Spirosoma	UNKNOWN
OTU8584	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_12	UNKNOWN	UNKNOWN	UNKNOWN
OTU8585	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	UNKNOWN	UNKNOWN
OTU8586	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:Lineage_IIb	UNKNOWN	UNKNOWN	UNKNOWN
OTU8587	k:Bacteria	p:Planctomycetes	c:OM190	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8588	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Rickettsiales_Incertae_Sedis	g:Candidatus_Captivus	UNKNOWN
OTU8589	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:MVP-88	UNKNOWN	UNKNOWN	UNKNOWN
OTU8590	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8591	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8592	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	UNKNOWN	UNKNOWN
OTU8593	k:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:Ktedonobacterales	f:Thermosporotrichaceae	g:Thermosporothrix	UNKNOWN
OTU8594	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Cystobacteraceae	g:Anaeromyxobacter	UNKNOWN
OTU8595	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	f:Oligoflexaceae	UNKNOWN	UNKNOWN
OTU8596	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	UNKNOWN	UNKNOWN
OTU8597	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8598	k:Bacteria	p:Proteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8599	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	UNKNOWN	UNKNOWN
OTU8600	k:Bacteria	p:Planctomycetes	c:OM190	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8601	k:Bacteria	p:Acidobacteria	c:Holophagae	o:TPD-58	UNKNOWN	UNKNOWN	UNKNOWN
OTU8602	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:FukuN18_freshwater_group	UNKNOWN	UNKNOWN
OTU8603	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:FukuN18_freshwater_group	UNKNOWN	UNKNOWN
OTU8604	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Blfdi19	UNKNOWN	UNKNOWN
OTU8605	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	UNKNOWN	UNKNOWN	UNKNOWN
OTU8606	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8607	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU8608	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:LD29	UNKNOWN	UNKNOWN
OTU8609	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:11-24	UNKNOWN	UNKNOWN
OTU8610	k:Bacteria	p:Cyanobacteria	c:Chloroplast	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8611	k:Bacteria	p:Thermotogae	c:Thermotogae	o:Thermotogales	f:Thermotogaceae	g:GAL15	UNKNOWN
OTU8612	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8613	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8614	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8615	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	UNKNOWN	UNKNOWN
OTU8616	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	UNKNOWN
OTU8617	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Saprospiraceae	g:Phaeodactylibacter	UNKNOWN
OTU8618	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:mle1-27	UNKNOWN	UNKNOWN
OTU8619	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	g:Insolitispirillum	s:Insolitispirillum_peregrinum
OTU8620	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8621	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Planctomyces	UNKNOWN
OTU8622	k:Bacteria	p:Bacteroidetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8623	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:AT425-EubC11_terrestrial_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU8624	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:NKB5	UNKNOWN	UNKNOWN	UNKNOWN
OTU8625	k:Bacteria	p:Parcubacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8626	k:Bacteria	p:Saccharibacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8627	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8628	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:NS11-12_marine_group	UNKNOWN	UNKNOWN
OTU8629	k:Bacteria	p:Parcubacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8630	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Lachnospiraceae	g:Mobilitalea	UNKNOWN
OTU8631	k:Bacteria	p:Chlorobi	c:Chlorobia	o:Chlorobiales	f:OPB56	UNKNOWN	UNKNOWN
OTU8632	k:Bacteria	p:Firmicutes	c:Erysipelotrichia	o:Erysipelotrichales	f:Erysipelotrichaceae	g:Erysipelotrichaceae_UCG-004	UNKNOWN
OTU8633	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8634	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8635	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8636	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU8637	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8638	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8639	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	UNKNOWN
OTU8640	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Thermoactinomycetaceae	g:Shimazuella	UNKNOWN
OTU8641	k:Bacteria	p:Latescibacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8642	k:Bacteria	p:Actinobacteria	c:MB-A2-108	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8643	k:Bacteria	p:Cyanobacteria	c:Chloroplast	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8644	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8645	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	UNKNOWN	UNKNOWN
OTU8646	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8647	k:Bacteria	p:Planctomycetes	c:BD7-11	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8648	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8649	k:Bacteria	p:Chloroflexi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8650	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	g:SM1A02	UNKNOWN
OTU8651	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8652	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	UNKNOWN
OTU8653	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8654	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8655	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Kocuria	UNKNOWN
OTU8656	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	UNKNOWN	UNKNOWN	UNKNOWN
OTU8657	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	UNKNOWN
OTU8658	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	g:Sandaracinus	UNKNOWN
OTU8659	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	f:Oligoflexaceae	UNKNOWN	UNKNOWN
OTU8660	k:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:C0119	UNKNOWN	UNKNOWN	UNKNOWN
OTU8661	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	UNKNOWN	UNKNOWN
OTU8662	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8663	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8664	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:MVP-88	UNKNOWN	UNKNOWN	UNKNOWN
OTU8665	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Desulfobacterales	f:Nitrospinaceae	g:Candidatus_Entotheonella	UNKNOWN
OTU8666	k:Bacteria	p:Cyanobacteria	c:Melainabacteria	o:Vampirovibrionales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8667	k:Bacteria	p:TM6	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8668	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8669	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Peptococcaceae	g:Peptococcus	s:Peptococcus_niger
OTU8670	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:OM27_clade	UNKNOWN
OTU8671	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:SM2D12	UNKNOWN	UNKNOWN
OTU8672	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:P3OB-42	UNKNOWN	UNKNOWN
OTU8673	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	g:SM1A02	UNKNOWN
OTU8674	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:cvE6	UNKNOWN	UNKNOWN
OTU8675	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidocella	UNKNOWN
OTU8676	k:Bacteria	p:Planctomycetes	c:BD7-11	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8677	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Planctomyces	UNKNOWN
OTU8678	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Corynebacteriales	f:Nocardiaceae	g:Nocardia	UNKNOWN
OTU8679	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Spirosoma	s:Spirosoma_sp._PR1014k
OTU8680	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8681	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:Chthoniobacteraceae	g:Chthoniobacter	UNKNOWN
OTU8682	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8683	k:Bacteria	p:Chloroflexi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8684	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8685	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	UNKNOWN	UNKNOWN
OTU8686	k:Bacteria	p:Armatimonadetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8687	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Chromatiales	f:Ectothiorhodospiraceae	g:Acidiferrobacter	UNKNOWN
OTU8688	k:Bacteria	p:Armatimonadetes	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8689	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8690	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8691	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	UNKNOWN
OTU8692	k:Bacteria	p:Actinobacteria	c:MB-A2-108	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8693	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	UNKNOWN
OTU8694	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:LWSR-14	UNKNOWN	UNKNOWN
OTU8695	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Blfdi19	UNKNOWN	UNKNOWN
OTU8696	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	f:Oligoflexaceae	UNKNOWN	UNKNOWN
OTU8697	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Oceanospirillales	f:Litoricolaceae	g:Litoricola	UNKNOWN
OTU8698	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Hyphomicrobiaceae	g:Rhodomicrobium	UNKNOWN
OTU8699	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:SAR324_clade[Marine_group_B]	UNKNOWN	UNKNOWN	UNKNOWN
OTU8700	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8701	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8702	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Coxiella	UNKNOWN
OTU8703	k:Bacteria	p:Candidate_division_OP3	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8704	k:Bacteria	p:Chloroflexi	c:Ardenticatenia	o:Ardenticatenales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8705	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	UNKNOWN
OTU8706	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	UNKNOWN	UNKNOWN
OTU8707	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	UNKNOWN	UNKNOWN
OTU8708	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:Lineage_IIa	UNKNOWN	UNKNOWN	UNKNOWN
OTU8709	k:Bacteria	p:Chloroflexi	c:TK10	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8710	k:Bacteria	p:Candidate_division_OP3	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8711	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8712	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:Lineage_IIc	UNKNOWN	UNKNOWN	UNKNOWN
OTU8713	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	UNKNOWN
OTU8714	k:Bacteria	p:Omnitrophica	c:NPL-UPA2	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8715	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:DB1-14	UNKNOWN	UNKNOWN	UNKNOWN
OTU8716	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8717	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Sporocytophaga	UNKNOWN
OTU8718	k:Bacteria	p:Saccharibacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8719	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	UNKNOWN	UNKNOWN
OTU8720	k:Bacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8721	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8722	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	UNKNOWN	UNKNOWN
OTU8723	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	UNKNOWN
OTU8724	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	UNKNOWN	UNKNOWN
OTU8725	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	UNKNOWN
OTU8726	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Cellvibrionales	f:Cellvibrionaceae	g:Gilvimarinus	s:Gilvimarinus_agarilyticus
OTU8727	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Parachlamydiaceae	UNKNOWN	UNKNOWN
OTU8728	k:Bacteria	p:Bacteroidetes	c:Bacteroidia	o:Bacteroidales	f:Bacteroidaceae	g:Bacteroides	UNKNOWN
OTU8729	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Flammeovirgaceae	g:Reichenbachiella	UNKNOWN
OTU8730	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	UNKNOWN	UNKNOWN	UNKNOWN
OTU8731	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	UNKNOWN	UNKNOWN
OTU8732	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Solitalea	s:Solitalea_canadensis
OTU8733	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	UNKNOWN	UNKNOWN
OTU8734	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	g:Ruminococcaceae_UCG-013	UNKNOWN
OTU8735	k:Bacteria	p:Actinobacteria	c:Coriobacteriia	o:Coriobacteriales	f:Coriobacteriaceae	UNKNOWN	UNKNOWN
OTU8736	k:Bacteria	p:Firmicutes	c:Erysipelotrichia	o:Erysipelotrichales	f:Erysipelotrichaceae	g:Solobacterium	UNKNOWN
OTU8737	k:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Cryomorphaceae	g:NS10_marine_group	UNKNOWN
OTU8738	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:LWSR-14	UNKNOWN	UNKNOWN
OTU8739	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Desulfobacterales	f:Desulfobulbaceae	g:Desulfofustis	UNKNOWN
OTU8740	k:Bacteria	p:Parcubacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8741	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Thiotrichales	f:Thiotrichaceae	g:Leucothrix	UNKNOWN
OTU8742	k:Bacteria	p:Proteobacteria	c:TA18	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8743	k:Bacteria	p:Saccharibacteria	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8744	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Luteimonas	UNKNOWN
OTU8745	k:Bacteria	p:WCHB1-60	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU8746	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	UNKNOWN	UNKNOWN
OTU8747	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	UNKNOWN	UNKNOWN
OTU8748	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	UNKNOWN	UNKNOWN	UNKNOWN
